OBJECTID;cdestacao;ano;sguf;entidade;corpodagua;ambiente;nuecoli;medecoli;minecoli;maxecoli;devecoli;latitude;longitude
1;CRBCRT700;2020;BA;INEMA;Corrente;1;6,000000000000000;3493,000000000000000;20,000000000000000;16000,000000000000000;6266,284864260000177;-13,293139000000000;-43,908583000000000
2;LESRCH500;2020;BA;INGÁ;Rio Cachoeira;1;6,000000000000000;7615,000000000000000;490,000000000000000;16000,000000000000000;6758,561237419999998;-14,898000000000000;-39,427638999999999
3;PRGPRT600;2020;BA;INEMA;Preto;1;6,000000000000000;2771,000000000000000;20,000000000000000;16000,000000000000000;6481,763062619999801;-12,502083000000001;-41,572916999999997
4;64474900;2020;PR;Águas Paraná;Rio Iapó;1;6,000000000000000;953,333333329999959;100,000000000000000;2600,000000000000000;919,949273960000028;-24,749700000000001;-50,088900000000002
5;64775000;2020;PR;Águas Paraná;Rio Cantu;1;6,000000000000000;755,000000000000000;100,000000000000000;3300,000000000000000;1280,527235170000040;-24,748600000000000;-52,702800000000003
6;14690001;2020;RR;FEMARH;MUCAJAÍ;1;3,000000000000000;864,000000000000000;66,000000000000000;2419,000000000000000;1346,825526930000024;2,471400000000000;-60,917800000000000
7;UARE04550;2020;SP;CETESB;Córrego do Jaguaré;1;17,000000000000000;2992941,176470590289682;520000,000000000000000;7900000,000000000000000;1844911,124911859864369;-23,567499999999999;-46,756944000000004
8;UNNA02800;2020;SP;CETESB;Rio Una - UGRHI 02;1;9,000000000000000;3462,222222220000276;460,000000000000000;11000,000000000000000;3260,052828469999895;-23,030277999999999;-45,507221999999999
9;VEAD02950;2020;SP;CETESB;Ribeirão do Veado;1;7,000000000000000;23,285714289999998;12,000000000000000;40,000000000000000;10,719363880000001;-21,720800000000001;-52,035299999999999
10;VEME04250;2020;SP;CETESB;Ribeirão Vermelho ou Mutinga;1;7,000000000000000;11077,142857139999251;600,000000000000000;38000,000000000000000;13888,304089279999971;-23,463888999999998;-46,754167000000002
11;VERD02750;2020;SP;CETESB;Rio Verde;1;8,000000000000000;2307,125000000000000;1,000000000000000;8600,000000000000000;3194,006952199999887;-23,706944000000000;-49,471111000000001
12;VIDK04900;2020;SP;CETESB;Córrego do Vidoca;1;10,000000000000000;36080,000000000000000;9100,000000000000000;70000,000000000000000;19029,906288090001908;-23,188300000000002;-45,915799999999997
13;VVEM04700;2020;SP;CETESB;Ribeirão Vai-e-Vem;1;9,000000000000000;5185,777777779999269;128,000000000000000;44000,000000000000000;14557,913876800001162;-22,060556000000002;-51,704166999999998
14;XOTE02500;2020;SP;CETESB;Córrego do Baixote;1;8,000000000000000;3060,250000000000000;110,000000000000000;13100,000000000000000;5229,269759179999710;-21,310278000000000;-50,310555999999998
15;XPIM00700;2020;SP;CETESB;Córrego do Crispim;1;5,000000000000000;254600,000000000000000;23000,000000000000000;540000,000000000000000;226121,206435839994811;-23,752800000000001;-46,788899999999998
16;YTAI00900;2020;SP;CETESB;Córrego ITAIM;1;5,000000000000000;759200,000000000000000;46000,000000000000000;2400000,000000000000000;945580,879671329981647;-23,781099999999999;-46,725299999999997
17;ZVUS04950;2020;SP;CETESB;Córrego Zavuvus;1;14,000000000000000;4053571,428571430034935;320000,000000000000000;11000000,000000000000000;3158226,394045230001211;-23,676389000000000;-46,701110999999997
18;Alto Lindo – TO;2020;TO;BRK AMBIENTAL SANETINS;BN Zuador;2;2,000000000000000;10,000000000000000;10,000000000000000;10,000000000000000;0,000000000000000;-8,226100000000001;-47,453400000000002
19;Colméia – TO;2020;TO;BRK AMBIENTAL SANETINS;Represa Garrafinha;2;2,000000000000000;91,500000000000000;10,000000000000000;173,000000000000000;115,258405329999988;-8,447600000000000;-48,462699999999998
20;Combinado – TO;2020;TO;BRK AMBIENTAL SANETINS ;Rio Palmas;1;2,000000000000000;408,000000000000000;146,000000000000000;670,000000000000000;370,523953340000048;-12,689100000000000;-46,546100000000003
21;Cristalândia – TO;2020;TO;BRK AMBIENTAL SANETINS;Rio Urubuzinho;1;3,000000000000000;192,000000000000000;10,000000000000000;556,000000000000000;315,233246979999990;-10,370799999999999;-49,111699999999999
22;Cristalândia – TO;2020;TO;BRK AMBIENTAL SANETINS;Rio Urubuzinho;1;3,000000000000000;192,000000000000000;10,000000000000000;556,000000000000000;315,233246979999990;-10,370799999999999;-49,111699999999999
23;Dianópolis – TO;2020;TO;BRK AMBIENTAL SANETINS;Ribeirão Morena;1;2,000000000000000;10,000000000000000;10,000000000000000;10,000000000000000;0,000000000000000;-11,312400000000000;-46,474699999999999
24;12369000;2020;AC;SEMA;Rio Juruá;1;2,000000000000000;8,699999999999999;1,000000000000000;16,399999999999999;10,889444430000001;-8,936400000000001;-72,770612999999997
25;12389000;2020;AC;SEMA;Rio Juruá;1;2,000000000000000;6,050000000000000;1,000000000000000;11,100000000000000;7,141778490000000;-8,253949000000000;-72,733585000000005
26;12430000;2020;AC;Sema;Rio Moa;1;2,000000000000000;10,100000000000000;1,000000000000000;19,199999999999999;12,869343420000002;-7,601077000000000;-72,718731000000005
27;12500004;2020;AC;Sema;Rio Juruá;1;2,000000000000000;27,050000000000001;1,000000000000000;53,100000000000001;36,840263300000004;-7,634538000000000;-72,660665000000009
28;12600002;2020;AC;Sema;Rio Tarauacá;1;2,000000000000000;11,600000000000000;1,000000000000000;22,199999999999999;14,990663760000000;-8,151916670000000;-70,745666669999991
29;12660000;2020;AC;Sema;Rio Envira;1;2,000000000000000;16,699999999999999;1,000000000000000;32,399999999999999;22,203152929999998;-8,166833330000001;-70,389583329999994
30;13190000;2020;AC;Sema;Rio Purus;1;10,000000000000000;1,900000000000000;1,000000000000000;10,000000000000000;2,846049890000000;-8,888583000000001;-69,276055999999997
31;13408000;2020;AC;Sema;Rio Iaco;1;2,000000000000000;2,600000000000000;1,000000000000000;4,200000000000000;2,262741700000000;-9,081061000000000;-68,661653000000001
32;13438000;2020;AC;Sema;Rio Acre;1;2,000000000000000;13,199999999999999;1,000000000000000;25,399999999999999;17,253405460000000;-10,944611000000000;-69,566693999999998
33;13459000;2020;AC;Sema;Rio Acre;1;2,000000000000000;16,699999999999999;1,000000000000000;32,399999999999999;22,203152929999998;-11,017638999999999;-68,745166999999995
34;13550001;2020;AC;Sema;Rio Acre;1;2,000000000000000;35,350000000000001;1,000000000000000;69,700000000000003;48,578235870000000;-10,649917000000000;-68,506583000000006
35;15324300;2020;AC;Sema;Rio Abunã;1;2,000000000000000;1,000000000000000;1,000000000000000;1,000000000000000;0,000000000000000;-10,337694000000001;-67,183806000000004
36;CNDCER002;2020;BA;INEMA;Açude Ceraíma;2;5,000000000000000;123,200000000000003;18,000000000000000;490,000000000000000;205,491362350000003;-14,284444000000001;-42,680556000000003
37;CNDRSF300;2020;BA;INGÁ;Rio São Francisco;1;6,000000000000000;977,166666670000041;40,000000000000000;4500,000000000000000;1759,137335930000063;-12,688222000000000;-43,188667000000002
38;CONANT100;2020;BA;INEMA;do Antônio;1;5,000000000000000;13500,000000000000000;3500,000000000000000;16000,000000000000000;5590,169943750000130;-14,506111000000001;-42,225000000000001
39;CONBAG001;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;559,666666670000041;18,000000000000000;1300,000000000000000;599,059818940000014;-14,731000000000000;-41,255000000000003
40;CONBAG002;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;317,666666670000041;18,000000000000000;1700,000000000000000;678,126143619999993;-14,689000000000000;-41,223610000000001
41;CONBAG003;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;3227,666666669999813;18,000000000000000;16000,000000000000000;6295,753415329999370;-14,632999999999999;-41,187219999999996
42;CONBAT001;2020;BA;INEMA;de Contas;1;6,000000000000000;478,833333330000016;18,000000000000000;2400,000000000000000;942,821386409999945;-14,220592000000000;-41,661563999999998
43;CONBRU150;2020;BA;INGÁ;Rio Brumado;1;6,000000000000000;2450,000000000000000;330,000000000000000;9200,000000000000000;3389,879053889999796;-13,595583000000000;-41,823000000000000
44;CONBTR001;2020;BA;INEMA;Barragem Tremendal;2;6,000000000000000;3194,000000000000000;18,000000000000000;16000,000000000000000;6384,406879260000096;-14,981000000000000;-41,403750000000002
45;CONCAE004;2020;BA;INEMA;Barragem Wilson Gouvêa;2;4,000000000000000;186,500000000000000;18,000000000000000;490,000000000000000;223,620959069999998;-13,828417000000000;-42,267889000000004
46;CONCON200;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;201,333333330000016;20,000000000000000;790,000000000000000;298,101772330000017;-13,361000000000001;-41,609777999999999
47;CONCON250;2020;BA;INEMA;de Contas;1;6,000000000000000;72,000000000000000;18,000000000000000;230,000000000000000;81,917031199999997;-13,562609999999999;-41,607140000000001
48;CONCON360;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;2033,333333329999959;130,000000000000000;9200,000000000000000;3526,032709250000153;-14,014528000000000;-41,442999999999998
49;CONCON400;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;139,000000000000000;18,000000000000000;330,000000000000000;149,563364500000006;-14,157417000000001;-41,215111000000000
50;CONCON500;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;1470,000000000000000;130,000000000000000;5400,000000000000000;2109,132523100000071;-13,871169999999999;-40,215667000000003
51;CONCON550;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;3233,000000000000000;68,000000000000000;9200,000000000000000;4624,543004449999898;-13,864972000000000;-40,081167000000001
52;CONCON630;2020;BA;INEMA;de Contas;1;6,000000000000000;6888,333333330000642;230,000000000000000;16000,000000000000000;5856,416708759999892;-14,153000000000000;-39,699159999999999
53;CONCON700;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;509,666666670000041;68,000000000000000;1300,000000000000000;467,496167539999988;-14,207972000000000;-39,540750000000003
54;CONCON800;2020;BA;INGÁ;Rio de Contas;1;5,000000000000000;12520,000000000000000;5400,000000000000000;16000,000000000000000;4950,959502970000358;-14,313444000000000;-39,294111000000001
55;CONCON900;2020;BA;INEMA;de Contas;1;6,000000000000000;356,333333330000016;68,000000000000000;1100,000000000000000;393,721559819999982;-14,291000000000000;-39,048890000000000
56;CONCOX001;2020;BA;INEMA;Açude de Comocoxico;2;5,000000000000000;3417,599999999999909;18,000000000000000;16000,000000000000000;7040,338685030000306;-14,546278000000001;-42,274611000000000
57;CONFOR400;2020;BA;INEMA;Formigas;1;3,000000000000000;16000,000000000000000;16000,000000000000000;16000,000000000000000;0,000000000000000;-14,064722000000000;-39,642778000000000
58;CONGAV200;2020;BA;INEMA;Gavião;1;3,000000000000000;190,000000000000000;110,000000000000000;330,000000000000000;121,655250609999996;-14,884471999999999;-41,780082999999998
59;CONGAV500;2020;BA;INGÁ;Rio Gavião;1;6,000000000000000;6763,333333330000642;490,000000000000000;16000,000000000000000;7281,457729509999808;-14,609833000000000;-41,137500000000003
60;CONGGJ200;2020;BA;INEMA;Gongoji;1;6,000000000000000;3272,500000000000000;45,000000000000000;16000,000000000000000;6269,018862629999603;-14,436388999999998;-39,904167000000001
61;CONGGJ400;2020;BA;INGÁ;Rio Gongoji;1;6,000000000000000;1776,666666670000041;330,000000000000000;3500,000000000000000;1439,342442460000029;-14,325849999999999;-39,463990000000003
62;CONGRT900;2020;BA;INEMA;Gritador;1;6,000000000000000;18,333333330000002;18,000000000000000;20,000000000000000;0,816496580000000;-13,096667000000000;-41,850278000000003
63;CONJQZ100;2020;BA;INGÁ;Rio Jequiezinho;1;6,000000000000000;11921,666666670000268;230,000000000000000;16000,000000000000000;6702,030786760000410;-13,864519999999999;-40,077389000000004
64;CONLRE011;2020;BA;INEMA;Barragem de São Pedro;2;5,000000000000000;1147,599999999999909;18,000000000000000;5400,000000000000000;2379,842179639999813;-14,023888999999999;-42,238333000000004
65;CONLST100;2020;BA;INGÁ;Lagoa de São Timóteo;2;4,000000000000000;8040,750000000000000;33,000000000000000;16000,000000000000000;9190,635573780000414;-13,845609999999999;-42,164770000000004
66;CONMUL800;2020;BA;INEMA;Mulheres;1;4,000000000000000;98,750000000000000;40,000000000000000;180,000000000000000;68,114486960000008;-14,440668000000001;-40,267778999999997
67;CONORI700;2020;BA;INEMA;Oricó Grande;1;6,000000000000000;733,333333329999959;110,000000000000000;2100,000000000000000;750,990457109999966;-14,150278000000000;-39,345556000000002
68;CONORV100;2020;BA;INGÁ;Rio do Ourives;1;5,000000000000000;1943,599999999999909;33,000000000000000;9200,000000000000000;4057,616578730000128;-14,028250000000000;-41,289555999999997
69;CONPEX400;2020;BA;INGÁ;Rio do Peixe;1;2,000000000000000;16000,000000000000000;16000,000000000000000;16000,000000000000000;0,000000000000000;-14,287333000000000;-39,843582999999995
70;CONPEX900;2020;BA;INGÁ;Rio do Peixe;1;6,000000000000000;748,333333329999959;230,000000000000000;1700,000000000000000;512,110014220000039;-14,184469999999999;-39,665859999999995
71;CONPIR600;2020;BA;INEMA;Piracanga;1;6,000000000000000;439,666666670000041;68,000000000000000;1300,000000000000000;443,865595269999972;-14,223599999999999;-39,003900000000002
72;CONPOM900;2020;BA;INEMA;Pombas;1;5,000000000000000;7708,000000000000000;640,000000000000000;16000,000000000000000;7637,952605249999579;-14,769166999999999;-40,093056000000004
73;CONSRA300;2020;BA;INEMA;Rio Sincorá;1;5,000000000000000;4828,000000000000000;110,000000000000000;16000,000000000000000;6603,731520889999956;-13,761886000000001;-41,035888000000000
74;CONTRU001;2020;BA;INEMA;Barrgem do Truvisco;2;5,000000000000000;207,199999999999989;18,000000000000000;490,000000000000000;198,361286549999988;-14,548136000000000;-42,320375000000006
75;CRBARJ800;2020;BA;INEMA;Arrojado;1;4,000000000000000;445,750000000000000;18,000000000000000;1700,000000000000000;836,256888359999948;-13,538881000000000;-44,762750000000004
76;CRBCRT200;2020;BA;INEMA;Corrente;1;4,000000000000000;2354,500000000000000;20,000000000000000;9200,000000000000000;4563,888802329999635;-13,518611000000000;-45,400278000000000
77;CRBCRT400;2020;BA;INEMA;Corrente;1;4,000000000000000;5490,000000000000000;230,000000000000000;16000,000000000000000;7410,834410959999332;-13,340111000000000;-44,636361000000001
78;CRBCRT500;2020;BA;INEMA;Corrente;1;6,000000000000000;2576,666666669999813;140,000000000000000;5400,000000000000000;2507,242841580000004;-13,398531000000000;-44,336739000000001
79;CRBCRT550;2020;BA;INEMA;Corrente;1;6,000000000000000;3579,666666669999813;68,000000000000000;16000,000000000000000;6208,504543500000182;-13,401280999999999;-44,198180999999998
80;CRBCRT800;2020;BA;INEMA;Corrente;1;5,000000000000000;4257,600000000000364;20,000000000000000;16000,000000000000000;6717,686268350000319;-13,149500000000000;-43,540805999999996
81;CRBFOM400;2020;BA;INEMA;Formoso;1;4,000000000000000;129,500000000000000;18,000000000000000;230,000000000000000;86,877308120000009;-13,630549999999999;-44,460419999999999
82;CRBFOM500;2020;BA;INEMA;Formoso;1;4,000000000000000;195,000000000000000;20,000000000000000;410,000000000000000;204,694894899999980;-13,604194000000001;-44,394139000000003
83;CRBGUA400;2020;BA;INEMA;Guará;1;4,000000000000000;4085,500000000000000;62,000000000000000;16000,000000000000000;7943,122874540000339;-13,185083000000001;-44,621582999999994
84;CRBPRT800;2020;BA;INEMA;Pratudão;1;4,000000000000000;33,000000000000000;18,000000000000000;78,000000000000000;30,000000000000000;-13,980278000000000;-45,080278000000000
85;CRBRSF120;2020;BA;INEMA;São Francisco;1;5,000000000000000;1179,599999999999909;20,000000000000000;2400,000000000000000;1179,957965350000222;-14,309361000000001;-43,766610999999997
86;CRBRSF220;2020;BA;INEMA;São Francisco;1;6,000000000000000;2610,000000000000000;130,000000000000000;9200,000000000000000;3828,346901729999900;-13,254806000000000;-43,434889000000005
87;CRBRSF250;2020;BA;INEMA;São Francisco;1;6,000000000000000;8835,000000000000000;210,000000000000000;16000,000000000000000;7920,110479029999624;-13,089111000000001;-43,464610999999998
88;CRBRSF270;2020;BA;INEMA;São Francisco;1;6,000000000000000;583,833333329999959;20,000000000000000;2800,000000000000000;1092,258287520000067;-12,910000000000000;-43,409999999999997
89;CRBSRD100;2020;BA;INEMA;Arrojado;1;2,000000000000000;7300,000000000000000;5400,000000000000000;9200,000000000000000;2687,005768510000053;-12,761250000000000;-43,925667000000004
90;CRNCRN600;2020;BA;INEMA;Carinhanha;1;4,000000000000000;235,000000000000000;110,000000000000000;330,000000000000000;112,398101999999994;-14,345056000000001;-44,564750000000004
91;CRNCRN700;2020;BA;INEMA;Carinhanha;1;4,000000000000000;582,000000000000000;68,000000000000000;1300,000000000000000;575,247193240000001;-14,245056000000000;-44,267111000000000
92;CRNIGR440;2020;BA;INEMA;Balsas;1;4,000000000000000;239,000000000000000;20,000000000000000;790,000000000000000;368,204653240000027;-14,234444000000002;-44,621667000000002
93;CRNIGR450;2020;BA;INGÁ;Itaguari;1;4,000000000000000;182,500000000000000;40,000000000000000;330,000000000000000;125,266382829999998;-14,265471999999999;-44,525389000000004
94;FBSBRA900;2020;BA;INEMA;Braço Norte;1;5,000000000000000;1204,000000000000000;130,000000000000000;2400,000000000000000;915,002732240000000;-16,556081000000002;-39,429845999999998
95;FBSBRH250;2020;BA;INEMA;Cabeceira de Pedras;1;5,000000000000000;703,600000000000023;78,000000000000000;1700,000000000000000;611,681943499999988;-16,390829999999998;-39,681660000000001
96;FBSBRH300;2020;BA;INGÁ;Buranhém;1;6,000000000000000;294,166666670000041;45,000000000000000;700,000000000000000;249,648085649999985;-16,413388999999999;-39,587305999999998
97;FBSBRH500;2020;BA;INGÁ;Buranhém;1;6,000000000000000;623,000000000000000;20,000000000000000;2400,000000000000000;893,235691180000003;-16,392800000000001;-39,286000000000001
98;FBSCIV400;2020;BA;INGÁ;Caraíva;1;6,000000000000000;1623,333333329999959;330,000000000000000;5400,000000000000000;1972,091951879999897;-16,717389000000001;-39,449806000000002
99;FBSFRD300;2020;BA;INGÁ;Rio dos Frades;1;6,000000000000000;3401,666666669999813;330,000000000000000;16000,000000000000000;6191,043261570000141;-16,616833000000000;-39,541333000000002
100;FBSFRD800;2020;BA;INEMA;dos Frades;1;6,000000000000000;3568,333333329999732;330,000000000000000;16000,000000000000000;6211,368340930000159;-16,641943999999999;-39,142222000000004
101;FBSJTB200;2020;BA;INGÁ;João de Tiba;1;6,000000000000000;916,333333329999959;78,000000000000000;2400,000000000000000;861,519974619999971;-16,266888999999999;-39,584693999999999
102;FBSJTB400;2020;BA;INGÁ;João de Tiba;1;6,000000000000000;1800,000000000000000;140,000000000000000;5400,000000000000000;2166,499480729999959;-16,259944000000001;-39,128750000000004
103;FBSPEX050;2020;BA;INEMA;do Peixe / Buranhem;1;3,000000000000000;1226,666666670000041;790,000000000000000;2100,000000000000000;756,328852640000036;-16,574000000000002;-40,154060000000001
104;FBSSTA100;2020;BA;INGÁ;Santo Antônio;1;6,000000000000000;2133,333333329999732;230,000000000000000;5400,000000000000000;2536,554092990000299;-16,132222000000002;-39,278832999999999
105;GRDBAL990;2020;BA;INEMA;Limpo;1;6,000000000000000;277,666666670000041;18,000000000000000;790,000000000000000;305,124673970000003;-11,915830000000001;-45,661389999999997
106;GRDBMJ980;2020;BA;INEMA;Mosquito;1;3,000000000000000;2410,000000000000000;230,000000000000000;3500,000000000000000;1887,935380250000208;-11,772780000000001;-45,224719999999998
107;GRDBOR700;2020;BA;INEMA;Riacho Brejo Velho;1;6,000000000000000;963,500000000000000;18,000000000000000;5400,000000000000000;2174,979517140000098;-12,298999999999999;-45,849079999999994
108;GRDCPD500;2020;BA;INEMA;das Fêmeas;1;6,000000000000000;298,000000000000000;20,000000000000000;1300,000000000000000;504,888106419999986;-12,413000000000000;-45,117199999999997
109;GRDFEM300;2020;BA;INEMA;Rio Ponta D´água;1;5,000000000000000;43,000000000000000;18,000000000000000;92,000000000000000;29,866369049999999;-12,472220000000000;-45,251390000000001
110;GRDFEM400;2020;BA;INGÁ;Rio das Fêmeas;1;5,000000000000000;179,800000000000011;20,000000000000000;700,000000000000000;291,446736130000033;-12,412694000000000;-45,117193999999998
111;GRDGAL900;2020;BA;INEMA;Grande;1;5,000000000000000;348,800000000000011;61,000000000000000;790,000000000000000;305,713427899999999;-12,148000000000000;-45,003330000000005
112;GRDGAL980;2020;BA;INEMA;Preto;1;5,000000000000000;292,600000000000023;45,000000000000000;790,000000000000000;300,597405180000010;-12,490000000000000;-45,200279999999999
113;GRDGRD250;2020;BA;INGÁ;Rio Grande;1;5,000000000000000;8338,000000000000000;790,000000000000000;16000,000000000000000;7183,712132319999910;-12,148472000000000;-45,003333000000005
114;GRDGRD300;2020;BA;INGÁ;Rio Grande;1;5,000000000000000;3786,000000000000000;330,000000000000000;5400,000000000000000;2328,085049990000243;-12,119888999999999;-44,967972000000003
115;GRDGRD800;2020;BA;INGÁ;Rio Grande;1;5,000000000000000;869,600000000000023;78,000000000000000;3500,000000000000000;1473,580944499999987;-11,155306000000001;-43,371333000000000
116;GRDGRD990;2020;BA;INEMA;Cabeceira de Pedras;1;5,000000000000000;778,000000000000000;20,000000000000000;3500,000000000000000;1527,553599710000071;-12,118000000000000;-45,811859999999996
117;GRDLIM900;2020;BA;INEMA;Branco;1;6,000000000000000;145,166666669999984;18,000000000000000;330,000000000000000;148,951558120000016;-11,853611000000001;-45,900082999999995
118;GRDMOQ700;2020;BA;INEMA;Rio Riachão;1;5,000000000000000;5145,199999999999818;18,000000000000000;16000,000000000000000;7220,029999940000380;-12,688889000000000;-45,928333000000002
119;GRDMOQ900;2020;BA;INEMA;Rio de Janeiro;1;5,000000000000000;905,200000000000045;18,000000000000000;2400,000000000000000;1080,320878259999972;-12,689719999999999;-45,850830000000002
120;GRDPAG600;2020;BA;INEMA;Borá;1;6,000000000000000;387,333333330000016;18,000000000000000;1300,000000000000000;535,930841310000005;-11,993000000000000;-45,579999999999998
121;GRDRBR150;2020;BA;INEMA;São Francisco;1;6,000000000000000;359,666666670000041;20,000000000000000;1700,000000000000000;660,079288170000041;-11,712500000000000;-45,762500000000003
122;GRDRBR200;2020;BA;INEMA;Branco;1;6,000000000000000;230,500000000000000;18,000000000000000;790,000000000000000;331,230282430000045;-11,787000000000001;-45,609920000000002
123;GRDRBR300;2020;BA;INEMA;Aipim;1;4,000000000000000;5857,500000000000000;330,000000000000000;16000,000000000000000;7092,664637970000513;-11,806944000000001;-45,190556000000001
124;GRDRBR400;2020;BA;INGÁ;Rio Branco;1;5,000000000000000;1367,000000000000000;20,000000000000000;5400,000000000000000;2296,839132370000243;-12,006194000000001;-44,942889000000001
125;GRDRJN300;2020;BA;INEMA;Campo Formoso;1;6,000000000000000;215,500000000000000;20,000000000000000;790,000000000000000;291,550167209999984;-11,873059999999999;-45,901939999999996
126;GRDRJN380;2020;BA;INEMA;Inchu;1;6,000000000000000;252,666666669999984;18,000000000000000;790,000000000000000;279,701745910000000;-11,903333000000000;-45,680556000000003
127;GRDRJN400;2020;BA;INGÁ;Rio de Janeiro;1;6,000000000000000;368,333333330000016;110,000000000000000;790,000000000000000;261,489324189999991;-11,898389000000000;-45,610582999999998
128;GRDRJN900;2020;BA;INEMA;Itapicuru-Açu;1;4,000000000000000;4715,000000000000000;170,000000000000000;16000,000000000000000;7575,928985939999620;-11,846940000000000;-45,206939999999996
129;GRDRON100;2020;BA;INEMA;de Ondas;1;6,000000000000000;209,666666669999984;18,000000000000000;790,000000000000000;289,261588650000022;-12,377000000000001;-45,865030000000004
130;GRDRON600;2020;BA;INGÁ;Rio de Ondas;1;5,000000000000000;930,000000000000000;230,000000000000000;2400,000000000000000;931,584671410000055;-12,117222000000000;-45,068111000000002
131;GRDRSD200;2020;BA;INEMA;Rio São Desidério;1;5,000000000000000;3334,000000000000000;45,000000000000000;16000,000000000000000;7082,966857190000155;-12,417800000000000;-44,789200000000001
132;GRDRSF370;2020;BA;INEMA;São Francisco;1;5,000000000000000;6467,600000000000364;78,000000000000000;16000,000000000000000;8701,876740110001265;-12,029000000000000;-43,337280000000000
133;GRDRSF420;2020;BA;INEMA;Sapão;1;5,000000000000000;3315,199999999999818;78,000000000000000;16000,000000000000000;7091,452827170000091;-11,551000000000000;-43,294719999999998
134;ITPAIP050;2020;BA;INGÁ;Rio Aipim;1;6,000000000000000;443,500000000000000;20,000000000000000;2400,000000000000000;958,753305080000018;-10,598083000000001;-40,341889000000002
135;ITPAIP300;2020;BA;INEMA;Itapicuru;1;4,000000000000000;310,750000000000000;93,000000000000000;490,000000000000000;163,591717390000014;-10,752219999999999;-40,224440000000001
136;ITPARA002;2020;BA;INEMA;Itapicuru-Mirim;1;7,000000000000000;2572,285714289999760;18,000000000000000;16000,000000000000000;5937,844325860000026;-11,276999999999999;-39,095279999999995
137;ITPBCA001;2020;BA;INEMA;Itapicuru-Mirim;1;6,000000000000000;1369,000000000000000;18,000000000000000;7300,000000000000000;2921,465591099999983;-11,229444000000001;-40,539166999999999
138;ITPBPA001;2020;BA;INEMA;Barragem Pedras Altas;1;6,000000000000000;65,333333329999988;18,000000000000000;230,000000000000000;83,048580160000000;-11,190944000000000;-40,052056000000000
139;ITPBPI001;2020;BA;INEMA;Itapicuru-Açu;1;6,000000000000000;203,000000000000000;18,000000000000000;700,000000000000000;254,585938340000013;-10,797044000000001;-40,408107999999999
140;ITPBPN001;2020;BA;INEMA;Barragem Ponto Novo;2;6,000000000000000;350,166666670000041;18,000000000000000;1300,000000000000000;485,907981689999986;-10,801000000000000;-40,212220000000002
141;ITPBPN002;2020;BA;INEMA;Barragem Ponto Novo;2;6,000000000000000;639,000000000000000;18,000000000000000;2400,000000000000000;1000,720340549999946;-10,853000000000000;-40,172259999999994
142;ITPBPN003;2020;BA;INEMA;Campo Formoso;1;6,000000000000000;2734,000000000000000;18,000000000000000;16000,000000000000000;6499,715316840000014;-10,832000000000001;-40,215559999999996
143;ITPCFM600;2020;BA;INEMA;Campo Formoso;1;6,000000000000000;3346,666666669999813;170,000000000000000;16000,000000000000000;6253,078175319999900;-10,528806000000001;-40,316193999999996
144;ITPCRC050;2020;BA;INGÁ;Rio Cariaçá;2;6,000000000000000;648,500000000000000;18,000000000000000;3500,000000000000000;1397,627954789999876;-10,480000000000000;-39,356110999999999
145;ITPITA050;2020;BA;INEMA;Rio do Ouro;1;6,000000000000000;274,666666670000041;78,000000000000000;600,000000000000000;208,486610280000008;-10,758890000000001;-40,436669999999999
146;ITPITA100;2020;BA;INGÁ;Rio Itapicuru Açu;1;6,000000000000000;3513,333333329999732;130,000000000000000;16000,000000000000000;6245,762296679999963;-10,820639000000000;-40,360028000000000
147;ITPITA200;2020;BA;INEMA;Rio Quente ou Ribeira do Pombal;1;6,000000000000000;732,500000000000000;45,000000000000000;3500,000000000000000;1357,629367680000087;-10,848890000000001;-40,268059999999998
148;ITPITM050;2020;BA;INGÁ;Rio Itapicuru mirim;1;5,000000000000000;12898,000000000000000;490,000000000000000;16000,000000000000000;6936,282866200000171;-11,204278000000000;-40,487138999999999
149;ITPITM450;2020;BA;INEMA;Ribeirão do Salto;1;4,000000000000000;525,000000000000000;110,000000000000000;1100,000000000000000;425,088226139999961;-11,186859999999999;-40,193610000000007
150;ITPITP300;2020;BA;INGÁ;Rio Itapicuru;1;6,000000000000000;1222,666666670000041;18,000000000000000;3500,000000000000000;1764,492297139999891;-10,951194000000001;-39,738028000000000
151;ITPITP330;2020;BA;INGÁ;Rio Itapicuru;1;5,000000000000000;12958,000000000000000;790,000000000000000;16000,000000000000000;6802,118787549999979;-10,965000000000000;-39,625111000000004
152;ITPITP400;2020;BA;INGÁ;Rio Itapicuru;1;6,000000000000000;761,666666670000041;230,000000000000000;2400,000000000000000;828,526805039999999;-10,946583000000000;-39,361639000000004
153;ITPITP430;2020;BA;INEMA;Itapicuru;1;6,000000000000000;431,000000000000000;18,000000000000000;2400,000000000000000;965,296016770000051;-10,989721999999999;-39,307777999999999
