OBJECTID;cdestacao;ano;sguf;entidade;corpodagua;ambiente;nuod;medod;minod;maxod;devod;latitude;longitude
1;13459000;2020;AC;Sema;Rio Acre;1;5,000000000000000;6,780000000000000;6,180000000000000;7,500000000000000;0,525214000000000;-11,017638999999999;-68,745166999999995
2;RCNSAU800;2020;BA;INEMA;Sauípe;1;2,000000000000000;5,930000000000000;5,890000000000000;5,970000000000000;0,056569000000000;-12,014444000000001;-38,238056000000000
3;VJRVRD650;2020;BA;INGÁ;Rio Verde;1;2,000000000000000;2,015000000000000;1,450000000000000;2,580000000000000;0,799031000000000;-10,984778000000000;-42,343444000000005
4;00MS15RV2344;2020;MS;IMASUL;Rio Verde;1;5,000000000000000;7,640000000000000;6,600000000000000;8,400000000000000;0,654217000000000;-19,377563000000002;-53,571244000000000
5;14680002;2020;RR;FEMARH;RIO MUCAJAÍ;1;6,000000000000000;6,995000000000000;6,290000000000000;7,700000000000000;0,495045000000000;2,870800000000000;-61,440600000000003
6;88549000;2020;RS;FEPAM;Rio Piratini;1;5,000000000000000;9,337999999999999;8,470000000000001;10,310000000000000;0,733192000000000;-31,715800000000002;-52,900399999999998
7;PARN02740;2020;SP;CETESB;Rio Paraná;1;7,000000000000000;7,328571000000000;6,000000000000000;8,000000000000000;0,756559000000000;-21,847799999999999;-52,185800000000000
8;26799000;2020;TO;SEMARH - TOCANTINS ;Rio Formoso;1;5,000000000000000;7,124000000000000;6,540000000000000;7,740000000000000;0,483766000000000;-10,582844000000001;-49,930538000000006
9;26800001;2020;TO;SEMARH - TOCANTINS ;Rio Javaés;1;5,000000000000000;7,126000000000000;6,190000000000000;7,760000000000000;0,578904000000000;-10,561446000000000;-49,935906999999993
10;27500001;2020;TO;SEMARH - TOCANTINS ;Rio Araguaia;1;4,000000000000000;6,527500000000000;4,620000000000000;8,190000000000000;1,726391000000000;-8,362454999999999;-49,274836000000001
11;28200001;2020;TO;SEMARH - TOCANTINS ;Rio Lontra;1;4,000000000000000;23,645000000000000;4,270000000000000;80,540000000000006;37,931170999999999;-7,207548999999999;-48,296281999999998
12;28270000;2020;TO;SEMARH - TOCANTINS ;Rio Lontra;1;4,000000000000000;57,210000000000001;6,320000000000000;110,209999999999994;58,551124999999999;-6,565973000000001;-48,635905000000001
13;28300001;2020;TO;SEMARH - TOCANTINS ;Rio Araguaia;1;4,000000000000000;7,172500000000000;5,560000000000000;8,930000000000000;1,554378000000000;-6,402869000000000;-48,529668000000001
14;28321000;2020;TO;SEMARH - TOCANTINS;RIO CORDA;1;4,000000000000000;6,595000000000000;4,460000000000000;8,289999999999999;1,784012000000000;-6,356800000000000;-48,352070999999995
15;28845000;2020;TO;SEMARH - TOCANTINS ;Rio São Martinho;1;4,000000000000000;7,385000000000000;6,640000000000000;7,910000000000000;0,559434000000000;-5,789201000000000;-48,177341000000006
16;28850001;2020;TO;SEMARH - TOCANTINS ;Rio Araguaia;1;4,000000000000000;7,475000000000000;6,430000000000000;8,880000000000001;1,104732000000000;-5,709506000000000;-48,172128000000001
17;12369000;2020;AC;SEMA;Rio Juruá;1;4,000000000000000;6,385000000000000;5,960000000000000;7,070000000000000;0,483632000000000;-8,936400000000001;-72,770612999999997
18;12389000;2020;AC;SEMA;Rio Juruá;1;4,000000000000000;6,175000000000000;5,750000000000000;6,510000000000000;0,379517000000000;-8,253949000000000;-72,733585000000005
19;12430000;2020;AC;Sema;Rio Moa;1;5,000000000000000;5,378000000000000;3,860000000000000;6,790000000000000;1,419250000000000;-7,601077000000000;-72,718731000000005
20;12500004;2020;AC;Sema;Rio Juruá;1;5,000000000000000;5,766000000000000;4,490000000000000;7,420000000000000;1,116906000000000;-7,634538000000000;-72,660665000000009
21;12557000;2020;AC;SEMA;Rio Tarauacá;1;4,000000000000000;7,537500000000000;7,300000000000000;7,830000000000000;0,222467000000000;-9,188300000000000;-71,952500000000001
22;12600002;2020;AC;Sema;Rio Tarauacá;1;5,000000000000000;6,934000000000000;6,150000000000000;8,390000000000001;0,859116000000000;-8,151916670000000;-70,745666669999991
23;12660000;2020;AC;Sema;Rio Envira;1;5,000000000000000;6,580000000000000;5,380000000000000;7,670000000000000;0,814402000000000;-8,166833330000001;-70,389583329999994
24;13169900;2020;AC;SEMA;Rio Purus;1;4,000000000000000;7,002500000000000;6,190000000000000;7,700000000000000;0,620880000000000;-9,434260000000000;-70,494190000000003
25;13190000;2020;AC;Sema;Rio Purus;1;18,000000000000000;5,551111000000000;3,730000000000000;7,940000000000000;1,053872000000000;-8,888583000000001;-69,276055999999997
26;13408000;2020;AC;Sema;Rio Iaco;1;5,000000000000000;6,942000000000000;3,750000000000000;9,340000000000000;2,129840000000000;-9,081061000000000;-68,661653000000001
27;13438000;2020;AC;Sema;Rio Acre;1;5,000000000000000;7,330000000000000;6,480000000000000;8,350000000000000;0,736648000000000;-10,944611000000000;-69,566693999999998
28;13550001;2020;AC;Sema;Rio Acre;1;5,000000000000000;6,712000000000000;5,950000000000000;7,480000000000000;0,553417000000000;-10,649917000000000;-68,506583000000006
29;13601000;2020;AC;Sema;Rio Acre;1;5,000000000000000;6,322000000000000;5,380000000000000;6,930000000000000;0,612103000000000;-9,957833000000001;-67,778222000000000
30;13610001;2020;AC;Sema;Rio Acre;1;5,000000000000000;5,998000000000000;5,320000000000000;6,370000000000000;0,428334000000000;-9,590667000000000;-67,532944000000001
31;13770000;2020;AC;Sema;Rio Iquiri;1;5,000000000000000;5,474000000000000;4,590000000000000;6,240000000000000;0,686098000000000;-9,590722000000000;-67,532888999999997
32;15324300;2020;AC;Sema;Rio Abunã;1;5,000000000000000;5,686000000000000;4,420000000000000;7,060000000000000;1,234273000000000;-10,337694000000001;-67,183806000000004
33;39622000;2020;AL;SEMARH;Rio Manguaba;1;2,000000000000000;6,150000000000000;5,800000000000000;6,500000000000000;0,494975000000000;-9,010800000000000;-35,435600000000001
34;39650010;2020;AL;SEMARH;Rio Camaragibe;1;2,000000000000000;5,700000000000000;5,100000000000000;6,300000000000000;0,848528000000000;-9,159200000000000;-35,539700000000003
35;39652010;2020;AL;SEMARH;Rio Meirim;1;2,000000000000000;8,085000000000001;7,570000000000000;8,600000000000000;0,728320000000000;-9,443899999999999;-35,731600000000000
36;39740010;2020;AL;SEMARH;Rio Mundaú;1;2,000000000000000;7,460000000000000;7,420000000000000;7,500000000000000;0,056569000000000;-9,154900000000000;-36,035699999999999
37;39761600;2020;AL;SEMARH;Rio dos Remédios;1;2,000000000000000;6,495000000000000;6,400000000000000;6,590000000000000;0,134350000000000;-9,660299999999999;-35,810200000000002
38;39762000;2020;AL;SEMARH;Rio Jacarecica;1;2,000000000000000;4,900000000000000;2,600000000000000;7,200000000000000;3,252691000000000;-9,595300000000000;-35,706600000000002
39;39762100;2020;AL;SEMARH;Rio Pratagy;1;2,000000000000000;5,400000000000000;5,100000000000000;5,700000000000000;0,424264000000000;-9,530300000000000;-35,689399999999999
40;39770010;2020;AL;SEMARH;Rio Mundaú;1;2,000000000000000;3,610000000000000;3,200000000000000;4,020000000000000;0,579828000000000;-9,467600000000001;-35,859999999999999
41;39840000;2020;AL;SEMARH;Rio Paraiba;1;2,000000000000000;8,100000000000000;7,300000000000000;8,900000000000000;1,131371000000000;-9,301600000000001;-36,482599999999998
42;39870001;2020;AL;SEMARH;Rio Paraíba;1;2,000000000000000;4,480000000000000;1,800000000000000;7,160000000000000;3,790092000000000;-9,506700000000000;-36,022799999999997
43;39901900;2020;AL;SEMARH;Rio Sumauma;1;2,000000000000000;7,515000000000000;7,500000000000000;7,530000000000000;0,021213000000000;-9,701599999999999;-36,032699999999998
44;39930000;2020;AL;SEMARH;Rio Niquim;1;2,000000000000000;6,910000000000000;5,400000000000000;8,420000000000000;2,135462000000000;-9,827900000000000;-35,894900000000000
45;39932000;2020;AL;SEMARH;Rio Niquim;1;2,000000000000000;6,465000000000000;5,930000000000000;7,000000000000000;0,756604000000000;-9,789400000000001;-35,938699999999997
46;39950010;2020;AL;SEMARH;Rio São Miguel;1;4,000000000000000;6,512500000000000;4,400000000000000;7,850000000000000;1,533175000000000;-9,685900000000000;-36,284399999999998
47;39950010;2020;AL;SEMARH;Rio São Miguel;1;4,000000000000000;6,512500000000000;4,400000000000000;7,850000000000000;1,533175000000000;-9,685900000000000;-36,284399999999998
48;39950600;2020;AL;SEMARH;Rio Jequiá ou Ipioca;1;2,000000000000000;7,925000000000000;7,900000000000000;7,950000000000000;0,035355000000000;-9,815099999999999;-36,217900000000000
49;39952000;2020;AL;SEMARH;Rio Jequiá ou Ipioca;1;2,000000000000000;7,000000000000000;6,600000000000000;7,400000000000000;0,565685000000000;-9,892099999999999;-36,136099999999999
50;39970001;2020;AL;SEMARH;Rio Coruripe;1;2,000000000000000;9,150000000000000;6,700000000000000;11,600000000000000;3,464823000000000;-9,743600000000001;-36,503900000000002
51;39980001;2020;AL;SEMARH;Rio Coruripe;1;2,000000000000000;7,600000000000000;7,300000000000000;7,900000000000000;0,424264000000000;-10,031100000000000;-36,297199999999997
52;49590000;2020;AL;SEMARH;Rio Piauí;1;2,000000000000000;7,050000000000000;7,000000000000000;7,100000000000000;0,070711000000000;-10,162300000000000;-36,349699999999999
53;49598910;2020;AL;SEMARH;Rio Perucaba;1;2,000000000000000;4,950000000000000;2,400000000000000;7,500000000000000;3,606245000000000;-10,144500000000001;-36,512999999999998
54;49599000;2020;AL;SEMARH;Riacho Jurubeba (Per;1;2,000000000000000;4,700000000000000;3,100000000000000;6,300000000000000;2,262742000000000;-9,783400000000000;-36,665399999999998
55;49599800;2020;AL;SEMARH;Rio Piauí;1;2,000000000000000;6,750000000000000;6,300000000000000;7,200000000000000;0,636396000000000;-9,933299999999999;-36,477699999999999
56;49610000;2020;AL;SEMARH;Rio Boacica;1;2,000000000000000;7,300000000000000;6,600000000000000;8,000000000000000;0,989949000000000;-10,128800000000000;-36,609299999999998
57;49655000;2020;AL;SEMARH;Rio Traipu;1;2,000000000000000;6,650000000000000;6,000000000000000;7,300000000000000;0,919239000000000;-9,650000000000000;-36,949900000000000
58;PCT-18;2020;CE;COGERH;Pacoti;2;18,000000000000000;7,523889000000000;5,450000000000000;10,050000000000001;1,226238000000000;-4,043228999999999;-38,538422000000004
59;14090000;2020;AM;SEMA/AM;Rio Solimões;1;2,000000000000000;4,325000000000000;3,440000000000000;5,210000000000000;1,251579000000000;-3,326389000000000;-60,570556000000003
60;14101100;2020;AM;SEMA/AM;Rio Amazonas;1;2,000000000000000;4,440000000000000;3,220000000000000;5,660000000000000;1,725341000000000;-3,196111000000000;-59,833610999999998
61;14222000;2020;AM;SEMA/AM;Rio Miriti - Montante;1;2,000000000000000;5,425000000000000;5,210000000000000;5,640000000000000;0,304056000000000;-3,248333000000000;-60,631111000000004
62;14223000;2020;AM;SEMA/AM;Rio Miriti;1;2,000000000000000;6,790000000000000;6,600000000000000;6,980000000000000;0,268701000000000;-3,300278000000000;-60,597778000000005
63;14279000;2020;AM;SEMA/AM;Igararapé do Franco (montante);1;2,000000000000000;0,415000000000000;0,350000000000000;0,480000000000000;0,091924000000000;-3,113333000000000;-60,035556000000000
64;14279050;2020;AM;SEMA/AM;Igarapé do Franco (junsante);1;2,000000000000000;0,520000000000000;0,440000000000000;0,600000000000000;0,113137000000000;-3,113611000000000;-60,031666999999999
65;14901000;2020;AM;SEMA/AM;Rio Negro;1;2,000000000000000;5,180000000000000;3,980000000000000;6,380000000000000;1,697056000000000;-2,618889000000000;-60,936667000000000
66;14910900;2020;AM;SEMA/AM;Rio Negro (Ponta Negra);1;2,000000000000000;5,335000000000000;3,690000000000000;6,980000000000000;2,326381000000000;-3,065556000000000;-60,102499999999999
67;14940050;2020;AM;SEMA/AM;Rio Tarumã - Montante;1;2,000000000000000;6,545000000000000;5,840000000000000;7,250000000000000;0,997021000000000;-2,915278000000000;-60,099444000000005
68;14940100;2020;AM;SEMA/AM;Rio Tarumã - Jusante;1;2,000000000000000;6,740000000000000;4,600000000000000;8,880000000000001;3,026417000000000;-3,036944000000000;-60,058333000000005
69;14970100;2020;AM;SEMA/AM;Igarapé do Mindú (Milênio);1;2,000000000000000;0,945000000000000;0,430000000000000;1,460000000000000;0,728320000000000;-3,097500000000000;-60,021944000000005
70;14981000;2020;AM;SEMA/AM;Igarapé do Quarenta (PAC);1;2,000000000000000;0,765000000000000;0,270000000000000;1,260000000000000;0,700036000000000;-3,136667000000000;-60,008333000000000
71;14990100;2020;AM;SEMA/AM;Rio Negro (Captação de Água);1;2,000000000000000;4,975000000000000;3,510000000000000;6,440000000000000;2,071823000000000;-3,115000000000000;-60,061111000000004
72;15221000;2020;AM;SEMA/AM;Rio Puraquequara;1;2,000000000000000;6,670000000000000;5,650000000000000;7,690000000000000;1,442498000000000;-3,020278000000000;-59,822778000000000
73;15261600;2020;AM;SEMA/AM;Igarapé do São Raimundo;1;2,000000000000000;0,655000000000000;0,320000000000000;0,990000000000000;0,473762000000000;-3,795000000000000;-60,033332999999999
74;16009000;2020;AM;SEMA/AM;Rio Urubu;1;2,000000000000000;5,880000000000000;5,360000000000000;6,400000000000000;0,735391000000000;-2,751111000000000;-58,020000000000003
75;16009900;2020;AM;SEMA/AM;Rio Amazonas;1;2,000000000000000;5,435000000000000;4,670000000000000;6,200000000000000;1,081873000000000;-3,162778000000000;-58,437221999999998
76;16091000;2020;AM;SEMA/AM;Rio Uatumã (Lago de Balbina);1;2,000000000000000;6,770000000000000;6,300000000000000;7,240000000000000;0,664680000000000;-1,938056000000000;-59,483333000000002
77;16091100;2020;AM;SEMA/AM;Rio Uatumã (Ramal da Morena);1;2,000000000000000;5,995000000000000;5,770000000000000;6,220000000000000;0,318198000000000;-2,108889000000000;-59,335278000000002
78;16230000;2020;AM;SEMA/AM;Rio Itabani;1;2,000000000000000;6,645000000000000;6,320000000000000;6,970000000000000;0,459619000000000;-2,834722000000000;-58,206667000000003
79;16231050;2020;AM;SEMA/AM;Rio Urubuí (corredeira urubuí);1;2,000000000000000;7,665000000000000;7,450000000000000;7,880000000000000;0,304056000000000;-2,044722000000000;-60,029167000000001
80;16239000;2020;AM;SEMA/AM;Rio Preto (montante);1;2,000000000000000;7,090000000000000;6,700000000000000;7,480000000000000;0,551543000000000;-2,663056000000000;-59,371389000000001
81;16239100;2020;AM;SEMA/AM;Rio Preto  (Balneario);1;2,000000000000000;6,900000000000000;6,870000000000000;6,930000000000000;0,042426000000000;-2,699444000000000;-59,703889000000004
82;CNDCER002;2020;BA;INEMA;Açude Ceraíma;2;5,000000000000000;6,448000000000000;4,790000000000000;7,350000000000000;0,976125000000000;-14,284444000000001;-42,680556000000003
83;CNDRSF300;2020;BA;INGÁ;Rio São Francisco;1;6,000000000000000;6,990000000000000;5,420000000000000;8,160000000000000;1,156858000000000;-12,688222000000000;-43,188667000000002
84;CONANT100;2020;BA;INEMA;do Antônio;1;5,000000000000000;10,368000000000000;4,510000000000000;15,300000000000001;5,272141000000000;-14,506111000000001;-42,225000000000001
85;CONBAG001;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;6,663333000000000;1,480000000000000;9,020000000000000;2,965486000000000;-14,731000000000000;-41,255000000000003
86;CONBAG002;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;7,348333000000000;6,010000000000000;9,100000000000000;1,156969000000000;-14,689000000000000;-41,223610000000001
87;CONBAG003;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;6,763333000000000;5,490000000000000;8,050000000000001;0,911651000000000;-14,632999999999999;-41,187219999999996
88;CONBAT001;2020;BA;INEMA;de Contas;1;6,000000000000000;6,131666999999999;5,140000000000000;8,960000000000001;1,429691000000000;-14,220592000000000;-41,661563999999998
89;CONBRU150;2020;BA;INGÁ;Rio Brumado;1;6,000000000000000;5,238333000000000;4,700000000000000;6,220000000000000;0,538606000000000;-13,595583000000000;-41,823000000000000
90;CONBTR001;2020;BA;INEMA;Barragem Tremendal;2;6,000000000000000;7,355000000000000;6,220000000000000;7,960000000000000;0,669410000000000;-14,981000000000000;-41,403750000000002
91;CONCAE004;2020;BA;INEMA;Barragem Wilson Gouvêa;2;4,000000000000000;5,490000000000000;3,020000000000000;6,840000000000000;1,696133000000000;-13,828417000000000;-42,267889000000004
92;CONCON200;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;6,603333000000000;4,060000000000000;7,970000000000000;1,500515000000000;-13,361000000000001;-41,609777999999999
93;CONCON250;2020;BA;INEMA;de Contas;1;6,000000000000000;5,928333000000000;4,120000000000000;7,150000000000000;1,102949000000000;-13,562609999999999;-41,607140000000001
94;CONCON360;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;5,711666999999999;5,140000000000000;6,520000000000000;0,535889000000000;-14,014528000000000;-41,442999999999998
95;CONCON400;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;7,233333000000000;5,540000000000000;10,500000000000000;1,710107000000000;-14,157417000000001;-41,215111000000000
96;CONCON500;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;6,868333000000000;5,490000000000000;9,130000000000001;1,426316000000000;-13,871169999999999;-40,215667000000003
97;CONCON550;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;4,670000000000000;2,180000000000000;6,370000000000000;1,626493000000000;-13,864972000000000;-40,081167000000001
98;CONCON630;2020;BA;INEMA;de Contas;1;6,000000000000000;6,053333000000000;5,140000000000000;7,840000000000000;0,973646000000000;-14,153000000000000;-39,699159999999999
99;CONCON700;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;6,136666999999999;5,130000000000000;7,000000000000000;0,645187000000000;-14,207972000000000;-39,540750000000003
100;CONCON800;2020;BA;INGÁ;Rio de Contas;1;5,000000000000000;6,414000000000000;4,920000000000000;7,120000000000000;0,924219000000000;-14,313444000000000;-39,294111000000001
101;CONCON900;2020;BA;INEMA;de Contas;1;6,000000000000000;6,231667000000000;5,800000000000000;6,820000000000000;0,447679000000000;-14,291000000000000;-39,048890000000000
102;CONCOX001;2020;BA;INEMA;Açude de Comocoxico;2;5,000000000000000;6,548000000000000;4,490000000000000;8,720000000000001;1,502887000000000;-14,546278000000001;-42,274611000000000
103;CONFOR400;2020;BA;INEMA;Formigas;1;3,000000000000000;1,303333000000000;0,970000000000000;1,930000000000000;0,543078000000000;-14,064722000000000;-39,642778000000000
104;CONGAV200;2020;BA;INEMA;Gavião;1;3,000000000000000;6,403333000000000;5,520000000000000;7,890000000000000;1,295080000000000;-14,884471999999999;-41,780082999999998
105;CONGAV500;2020;BA;INGÁ;Rio Gavião;1;6,000000000000000;4,298333000000000;2,720000000000000;5,940000000000000;1,059970000000000;-14,609833000000000;-41,137500000000003
106;CONGGJ200;2020;BA;INEMA;Gongoji;1;6,000000000000000;7,390000000000000;6,200000000000000;8,359999999999999;0,767307000000000;-14,436388999999998;-39,904167000000001
107;CONGGJ400;2020;BA;INGÁ;Rio Gongoji;1;6,000000000000000;7,701667000000000;7,070000000000000;8,500000000000000;0,466708000000000;-14,325849999999999;-39,463990000000003
108;CONGRT900;2020;BA;INEMA;Gritador;1;6,000000000000000;5,701667000000000;4,670000000000000;7,160000000000000;0,892803000000000;-13,096667000000000;-41,850278000000003
109;CONJQZ100;2020;BA;INGÁ;Rio Jequiezinho;1;6,000000000000000;6,241667000000000;1,240000000000000;10,699999999999999;3,492726000000000;-13,864519999999999;-40,077389000000004
110;CONLRE011;2020;BA;INEMA;Barragem de São Pedro;2;5,000000000000000;7,444000000000000;6,050000000000000;10,400000000000000;1,728274000000000;-14,023888999999999;-42,238333000000004
111;CONLST100;2020;BA;INGÁ;Lagoa de São Timóteo;2;4,000000000000000;6,092500000000000;2,460000000000000;14,900000000000000;5,909695000000000;-13,845609999999999;-42,164770000000004
112;CONMUL800;2020;BA;INEMA;Mulheres;1;4,000000000000000;4,780000000000000;4,260000000000000;5,760000000000000;0,697997000000000;-14,440668000000001;-40,267778999999997
113;CONORI700;2020;BA;INEMA;Oricó Grande;1;6,000000000000000;6,053333000000000;5,010000000000000;6,950000000000000;0,731756000000000;-14,150278000000000;-39,345556000000002
114;CONORV100;2020;BA;INGÁ;Rio do Ourives;1;5,000000000000000;5,858000000000001;4,930000000000000;7,540000000000000;1,051770000000000;-14,028250000000000;-41,289555999999997
115;CONPEX400;2020;BA;INGÁ;Rio do Peixe;1;2,000000000000000;4,495000000000000;2,520000000000000;6,470000000000000;2,793072000000000;-14,287333000000000;-39,843582999999995
116;CONPEX900;2020;BA;INGÁ;Rio do Peixe;1;6,000000000000000;5,506666999999999;1,840000000000000;7,340000000000000;1,982480000000000;-14,184469999999999;-39,665859999999995
117;CONPIR600;2020;BA;INEMA;Piracanga;1;6,000000000000000;6,213333000000000;5,190000000000000;7,390000000000000;0,759175000000000;-14,223599999999999;-39,003900000000002
118;CONPOM900;2020;BA;INEMA;Pombas;1;5,000000000000000;6,854000000000000;4,480000000000000;8,250000000000000;1,493479000000000;-14,769166999999999;-40,093056000000004
119;CONSRA300;2020;BA;INEMA;Rio Sincorá;1;5,000000000000000;6,476000000000000;5,930000000000000;7,040000000000000;0,486857000000000;-13,761886000000001;-41,035888000000000
120;CONTRU001;2020;BA;INEMA;Barrgem do Truvisco;2;5,000000000000000;6,520000000000000;5,800000000000000;7,140000000000000;0,515315000000000;-14,548136000000000;-42,320375000000006
121;CRBARJ800;2020;BA;INEMA;Arrojado;1;4,000000000000000;6,940000000000000;6,400000000000000;7,500000000000000;0,470177000000000;-13,538881000000000;-44,762750000000004
122;CRBCRT200;2020;BA;INEMA;Corrente;1;4,000000000000000;6,187500000000000;5,210000000000000;6,890000000000000;0,711354000000000;-13,518611000000000;-45,400278000000000
123;CRBCRT400;2020;BA;INEMA;Corrente;1;4,000000000000000;7,052500000000000;6,810000000000000;7,430000000000000;0,280995000000000;-13,340111000000000;-44,636361000000001
124;CRBCRT500;2020;BA;INEMA;Corrente;1;6,000000000000000;7,778333000000000;6,900000000000000;8,600000000000000;0,637508000000000;-13,398531000000000;-44,336739000000001
125;CRBCRT550;2020;BA;INEMA;Corrente;1;6,000000000000000;7,491667000000000;6,970000000000000;8,420000000000000;0,526628000000000;-13,401280999999999;-44,198180999999998
126;CRBCRT700;2020;BA;INEMA;Corrente;1;6,000000000000000;7,030000000000000;6,040000000000000;8,100000000000000;0,784933000000000;-13,293139000000000;-43,908583000000000
127;CRBCRT800;2020;BA;INEMA;Corrente;1;5,000000000000000;7,126000000000000;6,270000000000000;7,920000000000000;0,757582000000000;-13,149500000000000;-43,540805999999996
128;CRBFOM400;2020;BA;INEMA;Formoso;1;4,000000000000000;6,972500000000000;6,460000000000000;7,610000000000000;0,542118000000000;-13,630549999999999;-44,460419999999999
129;CRBFOM500;2020;BA;INEMA;Formoso;1;4,000000000000000;6,915000000000000;6,630000000000000;7,310000000000000;0,290459000000000;-13,604194000000001;-44,394139000000003
130;CRBGUA400;2020;BA;INEMA;Guará;1;4,000000000000000;6,885000000000000;6,570000000000000;7,300000000000000;0,317753000000000;-13,185083000000001;-44,621582999999994
131;CRBPRT800;2020;BA;INEMA;Pratudão;1;4,000000000000000;6,737500000000000;6,220000000000000;7,280000000000000;0,507830000000000;-13,980278000000000;-45,080278000000000
132;CRBRSF120;2020;BA;INEMA;São Francisco;1;5,000000000000000;6,424000000000000;5,570000000000000;7,670000000000000;0,776872000000000;-14,309361000000001;-43,766610999999997
133;CRBRSF220;2020;BA;INEMA;São Francisco;1;6,000000000000000;7,156667000000000;5,970000000000000;8,650000000000000;0,916115000000000;-13,254806000000000;-43,434889000000005
134;CRBRSF250;2020;BA;INEMA;São Francisco;1;6,000000000000000;7,025000000000000;5,400000000000000;9,029999999999999;1,350300000000000;-13,089111000000001;-43,464610999999998
135;CRBRSF270;2020;BA;INEMA;São Francisco;1;6,000000000000000;7,045000000000000;5,460000000000000;7,980000000000000;0,941589000000000;-12,910000000000000;-43,409999999999997
136;CRBSRD100;2020;BA;INEMA;Arrojado;1;2,000000000000000;5,940000000000000;5,630000000000000;6,250000000000000;0,438406000000000;-12,761250000000000;-43,925667000000004
137;CRNCRN600;2020;BA;INEMA;Carinhanha;1;4,000000000000000;6,595000000000000;6,030000000000000;7,310000000000000;0,534759000000000;-14,345056000000001;-44,564750000000004
138;CRNCRN700;2020;BA;INEMA;Carinhanha;1;4,000000000000000;6,587500000000000;6,140000000000000;7,080000000000000;0,386383000000000;-14,245056000000000;-44,267111000000000
139;CRNIGR440;2020;BA;INEMA;Balsas;1;4,000000000000000;6,545000000000000;6,020000000000000;7,230000000000000;0,512803000000000;-14,234444000000002;-44,621667000000002
140;CRNIGR450;2020;BA;INGÁ;Itaguari;1;4,000000000000000;6,597500000000000;6,200000000000000;7,200000000000000;0,463060000000000;-14,265471999999999;-44,525389000000004
141;FBSBRA900;2020;BA;INEMA;Braço Norte;1;5,000000000000000;5,870000000000000;5,170000000000000;6,880000000000000;0,730856000000000;-16,556081000000002;-39,429845999999998
142;FBSBRH250;2020;BA;INEMA;Cabeceira de Pedras;1;5,000000000000000;6,404000000000000;5,360000000000000;7,620000000000000;0,831463000000000;-16,390829999999998;-39,681660000000001
143;FBSBRH300;2020;BA;INGÁ;Buranhém;1;6,000000000000000;6,070000000000000;4,980000000000000;6,710000000000000;0,772710000000000;-16,413388999999999;-39,587305999999998
144;FBSBRH500;2020;BA;INGÁ;Buranhém;1;6,000000000000000;6,740000000000000;5,050000000000000;8,320000000000000;1,161120000000000;-16,392800000000001;-39,286000000000001
145;FBSCIV400;2020;BA;INGÁ;Caraíva;1;6,000000000000000;6,191667000000000;5,090000000000000;7,690000000000000;0,894705000000000;-16,717389000000001;-39,449806000000002
146;FBSFRD300;2020;BA;INGÁ;Rio dos Frades;1;6,000000000000000;5,863333000000000;4,780000000000000;7,060000000000000;0,891418000000000;-16,616833000000000;-39,541333000000002
147;FBSFRD800;2020;BA;INEMA;dos Frades;1;6,000000000000000;5,101667000000000;3,700000000000000;7,660000000000000;1,492614000000000;-16,641943999999999;-39,142222000000004
148;FBSJTB200;2020;BA;INGÁ;João de Tiba;1;6,000000000000000;5,160000000000000;2,930000000000000;8,020000000000000;1,708894000000000;-16,266888999999999;-39,584693999999999
149;FBSJTB400;2020;BA;INGÁ;João de Tiba;1;6,000000000000000;5,890000000000000;4,670000000000000;6,790000000000000;0,869138000000000;-16,259944000000001;-39,128750000000004
150;FBSPEX050;2020;BA;INEMA;do Peixe / Buranhem;1;3,000000000000000;6,770000000000000;6,240000000000000;7,620000000000000;0,743572000000000;-16,574000000000002;-40,154060000000001
151;FBSSTA100;2020;BA;INGÁ;Santo Antônio;1;6,000000000000000;7,655000000000000;7,070000000000000;8,650000000000000;0,612723000000000;-16,132222000000002;-39,278832999999999
152;GRDBAL990;2020;BA;INEMA;Limpo;1;6,000000000000000;4,586666999999999;0,660000000000000;7,710000000000000;2,287800000000000;-11,915830000000001;-45,661389999999997
153;GRDBMJ980;2020;BA;INEMA;Mosquito;1;3,000000000000000;7,066667000000000;6,230000000000000;7,830000000000000;0,802517000000000;-11,772780000000001;-45,224719999999998
154;GRDBOR700;2020;BA;INEMA;Riacho Brejo Velho;1;6,000000000000000;5,366667000000000;3,250000000000000;7,930000000000000;1,544522000000000;-12,298999999999999;-45,849079999999994
155;GRDCPD500;2020;BA;INEMA;das Fêmeas;1;6,000000000000000;3,831667000000000;0,100000000000000;6,080000000000000;2,371518000000000;-12,413000000000000;-45,117199999999997
156;GRDFEM300;2020;BA;INEMA;Rio Ponta D´água;1;5,000000000000000;6,848000000000000;6,430000000000000;7,260000000000000;0,336853000000000;-12,472220000000000;-45,251390000000001
157;GRDFEM400;2020;BA;INGÁ;Rio das Fêmeas;1;5,000000000000000;6,852000000000000;6,420000000000000;7,790000000000000;0,586916000000000;-12,412694000000000;-45,117193999999998
