OBJECTID;cdestacao;ano;sguf;entidade;corpodagua;ambiente;nuturb;medturb;minturb;maxturb;devturb;latitude;longitude
1;JB1-10;2020;CE;COGERH;Jaburu I;2;8,000000000000000;2,385000000000000;1,040000000000000;3,920000000000000;0,919596000000000;-3,862632000000000;-41,112800999999997
2;GO649R17;2020;GO;SEMARH;RIO DAS ALMAS;1;5,000000000000000;8,848000000000001;0,680000000000000;21,280000000000001;8,228847000000000;-15,829972000000000;-49,247610999999999
3;PA61I23;2020;PA;SEMA;TOCANTINS;1;4,000000000000000;5,685000000000000;0,950000000000000;13,949999999999999;5,897279000000000;-2,580100000000000;-49,510500000000000
4;65001500;2020;PR;IAT;Rio Iraí;1;2,000000000000000;8,350000000000000;7,900000000000000;8,800000000000001;0,636396000000000;-25,425288000000002;-49,106564999999996
5;JAHU02500;2020;SP;CETESB;Rio Jaú;1;8,000000000000000;29,087499999999999;9,699999999999999;95,000000000000000;27,775706000000000;-22,302499999999998;-48,540278000000001
6;28200001;2020;TO;SEMARH - TOCANTINS ;Rio Lontra;1;4,000000000000000;17,522500000000001;12,430000000000000;27,070000000000000;6,635759000000000;-7,207548999999999;-48,296281999999998
7;28270000;2020;TO;SEMARH - TOCANTINS ;Rio Lontra;1;4,000000000000000;20,072500000000002;6,390000000000000;34,500000000000000;15,577176000000000;-6,565973000000001;-48,635905000000001
8;28300001;2020;TO;SEMARH - TOCANTINS ;Rio Araguaia;1;4,000000000000000;16,754999999999999;3,570000000000000;33,200000000000003;14,297087000000001;-6,402869000000000;-48,529668000000001
9;28321000;2020;TO;SEMARH - TOCANTINS;RIO CORDA;1;4,000000000000000;16,574999999999999;4,890000000000000;30,480000000000000;12,402619000000000;-6,356800000000000;-48,352070999999995
10;28845000;2020;TO;SEMARH - TOCANTINS ;Rio São Martinho;1;4,000000000000000;38,572499999999998;1,590000000000000;93,370000000000005;43,566634000000001;-5,789201000000000;-48,177341000000006
11;28850001;2020;TO;SEMARH - TOCANTINS ;Rio Araguaia;1;4,000000000000000;18,094999999999999;2,150000000000000;35,729999999999997;16,840795000000000;-5,709506000000000;-48,172128000000001
12;Aliança – TO;2020;TO;BRK AMBIENTAL SANETINS;Represa Piaus;2;4,000000000000000;4,567500000000000;2,970000000000000;6,000000000000000;1,349404000000000;-11,201100000000000;-48,569899999999997
13;Alto Lindo – TO;2020;TO;BRK AMBIENTAL SANETINS;BN Zuador;2;4,000000000000000;1,345000000000000;0,330000000000000;3,000000000000000;1,214537000000000;-8,226100000000001;-47,453400000000002
14;Alvorada – TO;2020;TO;BRK AMBIENTAL SANETINS;BN Buritis;2;4,000000000000000;1,857500000000000;0,750000000000000;3,900000000000000;1,414647000000000;-12,450278000000001;-49,084419000000004
15;Arapoema – TO;2020;TO;BRK AMBIENTAL SANETINS;Rio Genipapo;1;4,000000000000000;9,427500000000000;4,000000000000000;16,000000000000000;5,244460000000000;-7,371400000000000;-49,028100000000002
16;12369000;2020;AC;SEMA;Rio Juruá;1;4,000000000000000;222,685000000000002;16,180000000000000;502,250000000000000;229,319988999999993;-8,936400000000001;-72,770612999999997
17;12389000;2020;AC;SEMA;Rio Juruá;1;4,000000000000000;229,469999999999999;43,659999999999997;471,750000000000000;211,036225000000002;-8,253949000000000;-72,733585000000005
18;12430000;2020;AC;Sema;Rio Moa;1;5,000000000000000;24,460000000000001;9,680000000000000;50,700000000000003;16,727857000000000;-7,601077000000000;-72,718731000000005
19;12500004;2020;AC;Sema;Rio Juruá;1;5,000000000000000;189,752000000000010;31,500000000000000;354,000000000000000;152,824357999999989;-7,634538000000000;-72,660665000000009
20;12557000;2020;AC;SEMA;Rio Tarauacá;1;4,000000000000000;128,072499999999991;30,609999999999999;367,899999999999977;160,449620000000010;-9,188300000000000;-71,952500000000001
21;12600002;2020;AC;Sema;Rio Tarauacá;1;5,000000000000000;251,912000000000006;36,189999999999998;450,930000000000007;187,555745000000002;-8,151916670000000;-70,745666669999991
22;12660000;2020;AC;Sema;Rio Envira;1;5,000000000000000;241,593999999999994;36,420000000000002;640,299999999999955;249,074513999999994;-8,166833330000001;-70,389583329999994
23;13169900;2020;AC;SEMA;Rio Purus;1;4,000000000000000;186,197499999999991;6,660000000000000;534,000000000000000;241,194586000000015;-9,434260000000000;-70,494190000000003
24;13190000;2020;AC;Sema;Rio Purus;1;18,000000000000000;275,759999999999991;7,500000000000000;796,600000000000023;258,554724000000022;-8,888583000000001;-69,276055999999997
25;13408000;2020;AC;Sema;Rio Iaco;1;5,000000000000000;350,995999999999981;34,180000000000000;920,250000000000000;365,198339000000033;-9,081061000000000;-68,661653000000001
26;13438000;2020;AC;Sema;Rio Acre;1;5,000000000000000;244,401999999999987;28,199999999999999;596,899999999999977;249,752114000000006;-10,944611000000000;-69,566693999999998
27;13459000;2020;AC;Sema;Rio Acre;1;5,000000000000000;339,117999999999995;122,930000000000007;700,269999999999982;222,677908000000002;-11,017638999999999;-68,745166999999995
28;13550001;2020;AC;Sema;Rio Acre;1;5,000000000000000;305,274000000000001;63,979999999999997;560,549999999999955;209,631400000000014;-10,649917000000000;-68,506583000000006
29;13601000;2020;AC;Sema;Rio Acre;1;5,000000000000000;150,415999999999997;51,960000000000001;233,800000000000011;81,910194000000004;-9,957833000000001;-67,778222000000000
30;13610001;2020;AC;Sema;Rio Acre;1;5,000000000000000;152,044000000000011;43,539999999999999;269,079999999999984;103,470429999999993;-9,590667000000000;-67,532944000000001
31;13770000;2020;AC;Sema;Rio Iquiri;1;5,000000000000000;32,603999999999999;28,199999999999999;41,740000000000002;5,387252000000000;-9,590722000000000;-67,532888999999997
32;15324300;2020;AC;Sema;Rio Abunã;1;5,000000000000000;51,317999999999998;33,109999999999999;84,569999999999993;21,524336999999999;-10,337694000000001;-67,183806000000004
33;39622000;2020;AL;SEMARH;Rio Manguaba;1;2,000000000000000;18,675000000000001;5,800000000000000;31,550000000000001;18,207999999999998;-9,010800000000000;-35,435600000000001
34;39650010;2020;AL;SEMARH;Rio Camaragibe;1;2,000000000000000;16,309999999999999;2,400000000000000;30,219999999999999;19,671711000000002;-9,159200000000000;-35,539700000000003
35;39652010;2020;AL;SEMARH;Rio Meirim;1;2,000000000000000;6,365000000000000;2,500000000000000;10,230000000000000;5,465935000000000;-9,443899999999999;-35,731600000000000
36;39740010;2020;AL;SEMARH;Rio Mundaú;1;2,000000000000000;116,944999999999993;5,800000000000000;228,090000000000003;157,182766000000015;-9,154900000000000;-36,035699999999999
37;39761600;2020;AL;SEMARH;Rio dos Remédios;1;2,000000000000000;4,115000000000000;2,000000000000000;6,230000000000000;2,991062000000000;-9,660299999999999;-35,810200000000002
38;39762000;2020;AL;SEMARH;Rio Jacarecica;1;2,000000000000000;23,975000000000001;16,399999999999999;31,550000000000001;10,712668000000001;-9,595300000000000;-35,706600000000002
39;39762100;2020;AL;SEMARH;Rio Pratagy;1;2,000000000000000;9,265000000000001;2,300000000000000;16,230000000000000;9,849997000000000;-9,530300000000000;-35,689399999999999
40;39770010;2020;AL;SEMARH;Rio Mundaú;1;2,000000000000000;7,100000000000000;1,300000000000000;12,900000000000000;8,202439000000000;-9,467600000000001;-35,859999999999999
41;39840000;2020;AL;SEMARH;Rio Paraiba;1;2,000000000000000;9,980000000000000;2,400000000000000;17,559999999999999;10,719738999999999;-9,301600000000001;-36,482599999999998
42;39870001;2020;AL;SEMARH;Rio Paraíba;1;2,000000000000000;7,615000000000000;1,000000000000000;14,230000000000000;9,355023000000001;-9,506700000000000;-36,022799999999997
43;39901900;2020;AL;SEMARH;Rio Sumauma;1;2,000000000000000;11,315000000000000;8,400000000000000;14,230000000000000;4,122433000000000;-9,701599999999999;-36,032699999999998
44;39930000;2020;AL;SEMARH;Rio Niquim;1;2,000000000000000;3,420000000000000;2,600000000000000;4,240000000000000;1,159655000000000;-9,827900000000000;-35,894900000000000
45;39932000;2020;AL;SEMARH;Rio Niquim;1;2,000000000000000;2,650000000000000;1,000000000000000;4,300000000000000;2,333452000000000;-9,789400000000001;-35,938699999999997
46;39950010;2020;AL;SEMARH;Rio São Miguel;1;4,000000000000000;8,382500000000000;3,300000000000000;12,230000000000000;3,715628000000000;-9,685900000000000;-36,284399999999998
47;39950010;2020;AL;SEMARH;Rio São Miguel;1;4,000000000000000;8,382500000000000;3,300000000000000;12,230000000000000;3,715628000000000;-9,685900000000000;-36,284399999999998
48;39950600;2020;AL;SEMARH;Rio Jequiá ou Ipioca;1;2,000000000000000;8,744999999999999;2,600000000000000;14,890000000000001;8,690342000000001;-9,815099999999999;-36,217900000000000
49;39952000;2020;AL;SEMARH;Rio Jequiá ou Ipioca;1;2,000000000000000;60,645000000000003;1,800000000000000;119,489999999999995;83,219397000000001;-9,892099999999999;-36,136099999999999
50;39970001;2020;AL;SEMARH;Rio Coruripe;1;2,000000000000000;399,420000000000016;4,240000000000000;794,600000000000023;558,868916000000013;-9,743600000000001;-36,503900000000002
51;39980001;2020;AL;SEMARH;Rio Coruripe;1;2,000000000000000;28,315000000000001;1,100000000000000;55,530000000000001;38,487822000000001;-10,031100000000000;-36,297199999999997
52;49590000;2020;AL;SEMARH;Rio Piauí;1;2,000000000000000;83,519999999999996;20,899999999999999;146,139999999999986;88,558053000000001;-10,162300000000000;-36,349699999999999
53;49598910;2020;AL;SEMARH;Rio Perucaba;1;2,000000000000000;8,230000000000000;6,900000000000000;9,560000000000000;1,880904000000000;-10,144500000000001;-36,512999999999998
54;49599000;2020;AL;SEMARH;Riacho Jurubeba (Per;1;2,000000000000000;19,649999999999999;2,900000000000000;36,399999999999999;23,688077000000000;-9,783400000000000;-36,665399999999998
55;49599800;2020;AL;SEMARH;Rio Piauí;1;2,000000000000000;14,900000000000000;10,900000000000000;18,899999999999999;5,656854000000001;-9,933299999999999;-36,477699999999999
56;49610000;2020;AL;SEMARH;Rio Boacica;1;2,000000000000000;50,890000000000001;15,600000000000000;86,180000000000007;49,907596999999996;-10,128800000000000;-36,609299999999998
57;49655000;2020;AL;SEMARH;Rio Traipu;1;2,000000000000000;85,930000000000007;0,400000000000000;171,460000000000008;120,957685999999995;-9,650000000000000;-36,949900000000000
58;PCT-18;2020;CE;COGERH;Pacoti;2;18,000000000000000;9,425000000000001;3,950000000000000;20,340000000000000;3,488875000000000;-4,043228999999999;-38,538422000000004
59;14090000;2020;AM;SEMA/AM;Rio Solimões;1;2,000000000000000;44,210000000000001;35,210000000000001;53,210000000000001;12,727922000000000;-3,326389000000000;-60,570556000000003
60;14101100;2020;AM;SEMA/AM;Rio Amazonas;1;2,000000000000000;47,954999999999998;33,159999999999997;62,750000000000000;20,923290000000001;-3,196111000000000;-59,833610999999998
61;14222000;2020;AM;SEMA/AM;Rio Miriti - Montante;1;2,000000000000000;2,550000000000000;2,190000000000000;2,910000000000000;0,509117000000000;-3,248333000000000;-60,631111000000004
62;14223000;2020;AM;SEMA/AM;Rio Miriti;1;2,000000000000000;2,935000000000000;2,490000000000000;3,380000000000000;0,629325000000000;-3,300278000000000;-60,597778000000005
63;14279000;2020;AM;SEMA/AM;Igararapé do Franco (montante);1;2,000000000000000;62,515000000000001;44,130000000000003;80,900000000000006;26,000315999999998;-3,113333000000000;-60,035556000000000
64;14279050;2020;AM;SEMA/AM;Igarapé do Franco (junsante);1;2,000000000000000;61,524999999999999;40,149999999999999;82,900000000000006;30,228815000000001;-3,113611000000000;-60,031666999999999
65;14901000;2020;AM;SEMA/AM;Rio Negro;1;2,000000000000000;4,260000000000000;1,750000000000000;6,770000000000000;3,549676000000000;-2,618889000000000;-60,936667000000000
66;14910900;2020;AM;SEMA/AM;Rio Negro (Ponta Negra);1;2,000000000000000;5,430000000000000;3,040000000000000;7,820000000000000;3,379970000000000;-3,065556000000000;-60,102499999999999
67;14940050;2020;AM;SEMA/AM;Rio Tarumã - Montante;1;2,000000000000000;5,560000000000000;1,770000000000000;9,350000000000000;5,359869000000000;-2,915278000000000;-60,099444000000005
68;14940100;2020;AM;SEMA/AM;Rio Tarumã - Jusante;1;2,000000000000000;8,185000000000000;3,710000000000000;12,660000000000000;6,328606000000000;-3,036944000000000;-60,058333000000005
69;14970100;2020;AM;SEMA/AM;Igarapé do Mindú (Milênio);1;2,000000000000000;21,914999999999999;12,400000000000000;31,430000000000000;13,456242000000001;-3,097500000000000;-60,021944000000005
70;14981000;2020;AM;SEMA/AM;Igarapé do Quarenta (PAC);1;2,000000000000000;38,725000000000001;15,270000000000000;62,180000000000000;33,170378999999997;-3,136667000000000;-60,008333000000000
71;14990100;2020;AM;SEMA/AM;Rio Negro (Captação de Água);1;2,000000000000000;5,600000000000000;3,380000000000000;7,820000000000000;3,139554000000000;-3,115000000000000;-60,061111000000004
72;15221000;2020;AM;SEMA/AM;Rio Puraquequara;1;2,000000000000000;20,699999999999999;3,700000000000000;37,700000000000003;24,041630999999999;-3,020278000000000;-59,822778000000000
73;15261600;2020;AM;SEMA/AM;Igarapé do São Raimundo;1;2,000000000000000;23,640000000000001;11,410000000000000;35,869999999999997;17,295832000000001;-3,795000000000000;-60,033332999999999
74;16009000;2020;AM;SEMA/AM;Rio Urubu;1;2,000000000000000;28,274999999999999;8,680000000000000;47,869999999999997;27,711515000000002;-2,751111000000000;-58,020000000000003
75;16009900;2020;AM;SEMA/AM;Rio Amazonas;1;2,000000000000000;31,454999999999998;22,289999999999999;40,619999999999997;12,961266999999999;-3,162778000000000;-58,437221999999998
76;16091000;2020;AM;SEMA/AM;Rio Uatumã (Lago de Balbina);1;2,000000000000000;2,775000000000000;1,880000000000000;3,670000000000000;1,265721000000000;-1,938056000000000;-59,483333000000002
77;16091100;2020;AM;SEMA/AM;Rio Uatumã (Ramal da Morena);1;2,000000000000000;3,055000000000000;2,130000000000000;3,980000000000000;1,308148000000000;-2,108889000000000;-59,335278000000002
78;16230000;2020;AM;SEMA/AM;Rio Itabani;1;2,000000000000000;30,760000000000002;12,320000000000000;49,200000000000003;26,078098000000001;-2,834722000000000;-58,206667000000003
79;16231050;2020;AM;SEMA/AM;Rio Urubuí (corredeira urubuí);1;2,000000000000000;1,775000000000000;1,520000000000000;2,030000000000000;0,360624000000000;-2,044722000000000;-60,029167000000001
80;16239000;2020;AM;SEMA/AM;Rio Preto (montante);1;2,000000000000000;8,225000000000000;4,170000000000000;12,279999999999999;5,734636000000000;-2,663056000000000;-59,371389000000001
81;16239100;2020;AM;SEMA/AM;Rio Preto  (Balneario);1;2,000000000000000;9,539999999999999;5,340000000000000;13,740000000000000;5,939697000000001;-2,699444000000000;-59,703889000000004
82;CNDCER002;2020;BA;INEMA;Açude Ceraíma;2;5,000000000000000;15,240000000000000;5,600000000000000;24,699999999999999;7,768076000000000;-14,284444000000001;-42,680556000000003
83;CNDRSF300;2020;BA;INGÁ;Rio São Francisco;1;6,000000000000000;50,333333000000003;10,400000000000000;150,000000000000000;54,843839000000003;-12,688222000000000;-43,188667000000002
84;CONANT100;2020;BA;INEMA;do Antônio;1;5,000000000000000;84,700000000000003;67,200000000000003;110,000000000000000;15,799050999999999;-14,506111000000001;-42,225000000000001
85;CONBAG001;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;34,866667000000000;4,200000000000000;120,000000000000000;43,754298999999996;-14,731000000000000;-41,255000000000003
86;CONBAG002;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;8,000000000000000;1,600000000000000;24,600000000000001;8,632264999999999;-14,689000000000000;-41,223610000000001
87;CONBAG003;2020;BA;INEMA;Barragem Anagé;2;6,000000000000000;4,100000000000000;1,600000000000000;12,199999999999999;4,052653000000000;-14,632999999999999;-41,187219999999996
88;CONBAT001;2020;BA;INEMA;de Contas;1;6,000000000000000;6,533333000000000;1,900000000000000;18,000000000000000;5,999222000000000;-14,220592000000000;-41,661563999999998
89;CONBRU150;2020;BA;INGÁ;Rio Brumado;1;6,000000000000000;15,166667000000000;3,800000000000000;50,399999999999999;17,743581000000002;-13,595583000000000;-41,823000000000000
90;CONBTR001;2020;BA;INEMA;Barragem Tremendal;2;6,000000000000000;5,416666999999999;3,300000000000000;8,699999999999999;2,147945000000000;-14,981000000000000;-41,403750000000002
91;CONCAE004;2020;BA;INEMA;Barragem Wilson Gouvêa;2;4,000000000000000;671,250000000000000;148,000000000000000;1060,000000000000000;448,667192999999997;-13,828417000000000;-42,267889000000004
92;CONCON200;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;18,983332999999998;6,900000000000000;53,000000000000000;17,388435000000001;-13,361000000000001;-41,609777999999999
93;CONCON250;2020;BA;INEMA;de Contas;1;6,000000000000000;26,966667000000001;2,200000000000000;120,000000000000000;45,996333000000000;-13,562609999999999;-41,607140000000001
94;CONCON360;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;26,716667000000001;3,900000000000000;66,000000000000000;29,816466000000002;-14,014528000000000;-41,442999999999998
95;CONCON400;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;52,183333000000005;2,800000000000000;160,000000000000000;60,733233999999996;-14,157417000000001;-41,215111000000000
96;CONCON500;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;31,916667000000000;21,000000000000000;51,000000000000000;10,155868999999999;-13,871169999999999;-40,215667000000003
97;CONCON550;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;19,716667000000001;8,600000000000000;31,500000000000000;10,647707000000000;-13,864972000000000;-40,081167000000001
98;CONCON630;2020;BA;INEMA;de Contas;1;6,000000000000000;6,516667000000000;2,100000000000000;19,899999999999999;6,741933000000000;-14,153000000000000;-39,699159999999999
99;CONCON700;2020;BA;INGÁ;Rio de Contas;1;6,000000000000000;5,233333000000000;1,500000000000000;18,899999999999999;6,784001000000000;-14,207972000000000;-39,540750000000003
100;CONCON800;2020;BA;INGÁ;Rio de Contas;1;5,000000000000000;7,060000000000000;1,900000000000000;14,900000000000000;5,949202000000001;-14,313444000000000;-39,294111000000001
101;CONCON900;2020;BA;INEMA;de Contas;1;6,000000000000000;37,166667000000004;9,300000000000001;84,799999999999997;30,082729999999998;-14,291000000000000;-39,048890000000000
102;CONCOX001;2020;BA;INEMA;Açude de Comocoxico;2;5,000000000000000;50,899999999999999;14,400000000000000;75,500000000000000;29,267046000000001;-14,546278000000001;-42,274611000000000
103;CONFOR400;2020;BA;INEMA;Formigas;1;3,000000000000000;114,466667000000001;14,400000000000000;173,000000000000000;87,076134999999994;-14,064722000000000;-39,642778000000000
104;CONGAV200;2020;BA;INEMA;Gavião;1;3,000000000000000;25,166667000000000;7,500000000000000;51,000000000000000;22,871015000000000;-14,884471999999999;-41,780082999999998
105;CONGAV500;2020;BA;INGÁ;Rio Gavião;1;6,000000000000000;10,300000000000001;6,100000000000000;22,000000000000000;5,875372000000000;-14,609833000000000;-41,137500000000003
106;CONGGJ200;2020;BA;INEMA;Gongoji;1;6,000000000000000;6,950000000000000;2,800000000000000;17,000000000000000;5,382842999999999;-14,436388999999998;-39,904167000000001
107;CONGGJ400;2020;BA;INGÁ;Rio Gongoji;1;6,000000000000000;6,750000000000000;1,200000000000000;17,300000000000001;6,266339000000000;-14,325849999999999;-39,463990000000003
108;CONGRT900;2020;BA;INEMA;Gritador;1;6,000000000000000;1,616667000000000;1,000000000000000;2,600000000000000;0,699762000000000;-13,096667000000000;-41,850278000000003
109;CONJQZ100;2020;BA;INGÁ;Rio Jequiezinho;1;6,000000000000000;13,083333000000000;4,400000000000000;32,000000000000000;11,304940000000000;-13,864519999999999;-40,077389000000004
110;CONLRE011;2020;BA;INEMA;Barragem de São Pedro;2;5,000000000000000;22,020000000000000;16,000000000000000;36,000000000000000;8,107526999999999;-14,023888999999999;-42,238333000000004
111;CONLST100;2020;BA;INGÁ;Lagoa de São Timóteo;2;4,000000000000000;767,399999999999977;76,599999999999994;1780,000000000000000;740,417341999999962;-13,845609999999999;-42,164770000000004
112;CONMUL800;2020;BA;INEMA;Mulheres;1;4,000000000000000;31,824999999999999;8,699999999999999;70,599999999999994;26,837333999999998;-14,440668000000001;-40,267778999999997
113;CONORI700;2020;BA;INEMA;Oricó Grande;1;6,000000000000000;7,566667000000000;2,800000000000000;16,000000000000000;4,613747999999999;-14,150278000000000;-39,345556000000002
114;CONORV100;2020;BA;INGÁ;Rio do Ourives;1;5,000000000000000;55,759999999999998;3,400000000000000;180,000000000000000;72,927244999999999;-14,028250000000000;-41,289555999999997
115;CONPEX400;2020;BA;INGÁ;Rio do Peixe;1;2,000000000000000;89,650000000000006;19,300000000000001;160,000000000000000;99,489924000000002;-14,287333000000000;-39,843582999999995
116;CONPEX900;2020;BA;INGÁ;Rio do Peixe;1;6,000000000000000;6,983333000000000;1,800000000000000;20,100000000000001;6,666758000000001;-14,184469999999999;-39,665859999999995
117;CONPIR600;2020;BA;INEMA;Piracanga;1;6,000000000000000;3,600000000000000;1,000000000000000;13,699999999999999;4,966285999999999;-14,223599999999999;-39,003900000000002
118;CONPOM900;2020;BA;INEMA;Pombas;1;5,000000000000000;8,039999999999999;1,500000000000000;17,000000000000000;5,804998000000000;-14,769166999999999;-40,093056000000004
119;CONSRA300;2020;BA;INEMA;Rio Sincorá;1;5,000000000000000;27,920000000000002;3,700000000000000;107,000000000000000;44,339903000000000;-13,761886000000001;-41,035888000000000
120;CONTRU001;2020;BA;INEMA;Barrgem do Truvisco;2;5,000000000000000;15,880000000000001;3,400000000000000;30,699999999999999;10,230689000000000;-14,548136000000000;-42,320375000000006
121;CRBARJ800;2020;BA;INEMA;Arrojado;1;4,000000000000000;1,500000000000000;1,200000000000000;1,800000000000000;0,258199000000000;-13,538881000000000;-44,762750000000004
122;CRBCRT200;2020;BA;INEMA;Corrente;1;4,000000000000000;2,200000000000000;1,600000000000000;3,500000000000000;0,875595000000000;-13,518611000000000;-45,400278000000000
123;CRBCRT400;2020;BA;INEMA;Corrente;1;4,000000000000000;4,500000000000000;1,500000000000000;10,900000000000000;4,311226000000000;-13,340111000000000;-44,636361000000001
124;CRBCRT500;2020;BA;INEMA;Corrente;1;6,000000000000000;18,199999999999999;2,800000000000000;48,000000000000000;18,886927000000000;-13,398531000000000;-44,336739000000001
125;CRBCRT550;2020;BA;INEMA;Corrente;1;6,000000000000000;59,899999999999999;3,100000000000000;270,000000000000000;104,343203000000003;-13,401280999999999;-44,198180999999998
126;CRBCRT700;2020;BA;INEMA;Corrente;1;6,000000000000000;181,966667000000001;5,700000000000000;910,000000000000000;359,042106999999987;-13,293139000000000;-43,908583000000000
127;CRBCRT800;2020;BA;INEMA;Corrente;1;5,000000000000000;48,740000000000002;4,600000000000000;153,000000000000000;63,607531000000002;-13,149500000000000;-43,540805999999996
128;CRBFOM400;2020;BA;INEMA;Formoso;1;4,000000000000000;4,125000000000000;1,900000000000000;6,300000000000000;2,245551000000000;-13,630549999999999;-44,460419999999999
129;CRBFOM500;2020;BA;INEMA;Formoso;1;4,000000000000000;4,400000000000000;3,400000000000000;7,100000000000000;1,801851000000000;-13,604194000000001;-44,394139000000003
130;CRBGUA400;2020;BA;INEMA;Guará;1;4,000000000000000;7,175000000000000;2,500000000000000;16,500000000000000;6,532674000000000;-13,185083000000001;-44,621582999999994
131;CRBPRT800;2020;BA;INEMA;Pratudão;1;4,000000000000000;3,600000000000000;1,500000000000000;6,400000000000000;2,246479000000000;-13,980278000000000;-45,080278000000000
132;CRBRSF120;2020;BA;INEMA;São Francisco;1;5,000000000000000;117,739999999999995;4,400000000000000;522,000000000000000;226,311351999999999;-14,309361000000001;-43,766610999999997
133;CRBRSF220;2020;BA;INEMA;São Francisco;1;6,000000000000000;71,166667000000004;9,900000000000000;130,000000000000000;48,294044000000000;-13,254806000000000;-43,434889000000005
134;CRBRSF250;2020;BA;INEMA;São Francisco;1;6,000000000000000;72,216667000000001;4,600000000000000;318,000000000000000;121,700901999999999;-13,089111000000001;-43,464610999999998
135;CRBRSF270;2020;BA;INEMA;São Francisco;1;6,000000000000000;85,066666999999995;5,800000000000000;328,000000000000000;123,994365000000002;-12,910000000000000;-43,409999999999997
136;CRBSRD100;2020;BA;INEMA;Arrojado;1;2,000000000000000;9,699999999999999;7,400000000000000;12,000000000000000;3,252691000000000;-12,761250000000000;-43,925667000000004
137;CRNCRN600;2020;BA;INEMA;Carinhanha;1;4,000000000000000;6,025000000000000;3,300000000000000;10,699999999999999;3,297853000000000;-14,345056000000001;-44,564750000000004
138;CRNCRN700;2020;BA;INEMA;Carinhanha;1;4,000000000000000;7,625000000000000;3,900000000000000;17,399999999999999;6,529612000000000;-14,245056000000000;-44,267111000000000
139;CRNIGR440;2020;BA;INEMA;Balsas;1;4,000000000000000;15,875000000000000;2,700000000000000;50,700000000000003;23,245984999999997;-14,234444000000002;-44,621667000000002
140;CRNIGR450;2020;BA;INGÁ;Itaguari;1;4,000000000000000;5,025000000000000;1,900000000000000;8,400000000000000;2,702314000000000;-14,265471999999999;-44,525389000000004
141;FBSBRA900;2020;BA;INEMA;Braço Norte;1;5,000000000000000;26,680000000000000;15,500000000000000;40,399999999999999;9,816160000000000;-16,556081000000002;-39,429845999999998
142;FBSBRH250;2020;BA;INEMA;Cabeceira de Pedras;1;5,000000000000000;31,520000000000000;7,500000000000000;63,500000000000000;21,906666000000001;-16,390829999999998;-39,681660000000001
143;FBSBRH300;2020;BA;INGÁ;Buranhém;1;6,000000000000000;12,166667000000000;6,600000000000000;21,600000000000001;5,540638000000000;-16,413388999999999;-39,587305999999998
144;FBSBRH500;2020;BA;INGÁ;Buranhém;1;6,000000000000000;12,650000000000000;5,900000000000000;22,300000000000001;7,296780000000000;-16,392800000000001;-39,286000000000001
145;FBSCIV400;2020;BA;INGÁ;Caraíva;1;6,000000000000000;12,800000000000001;8,100000000000000;18,500000000000000;3,374018000000000;-16,717389000000001;-39,449806000000002
146;FBSFRD300;2020;BA;INGÁ;Rio dos Frades;1;6,000000000000000;17,933332999999998;8,400000000000000;36,600000000000001;10,352133000000000;-16,616833000000000;-39,541333000000002
147;FBSFRD800;2020;BA;INEMA;dos Frades;1;6,000000000000000;56,533332999999999;5,000000000000000;171,000000000000000;61,433889000000001;-16,641943999999999;-39,142222000000004
148;FBSJTB200;2020;BA;INGÁ;João de Tiba;1;6,000000000000000;36,866667000000000;19,899999999999999;58,000000000000000;12,399785000000000;-16,266888999999999;-39,584693999999999
149;FBSJTB400;2020;BA;INGÁ;João de Tiba;1;6,000000000000000;7,633333000000000;3,100000000000000;24,699999999999999;8,414669999999999;-16,259944000000001;-39,128750000000004
150;FBSPEX050;2020;BA;INEMA;do Peixe / Buranhem;1;3,000000000000000;13,466666999999999;9,300000000000001;21,000000000000000;6,536309000000000;-16,574000000000002;-40,154060000000001
151;FBSSTA100;2020;BA;INGÁ;Santo Antônio;1;6,000000000000000;9,516667000000000;4,300000000000000;24,100000000000001;7,378731000000000;-16,132222000000002;-39,278832999999999
152;GRDBAL990;2020;BA;INEMA;Limpo;1;6,000000000000000;2,050000000000000;1,200000000000000;4,700000000000000;1,360515000000000;-11,915830000000001;-45,661389999999997
153;GRDBMJ980;2020;BA;INEMA;Mosquito;1;3,000000000000000;3,433333000000000;1,900000000000000;5,200000000000000;1,662328000000000;-11,772780000000001;-45,224719999999998
154;GRDBOR700;2020;BA;INEMA;Riacho Brejo Velho;1;6,000000000000000;2,050000000000000;1,500000000000000;2,800000000000000;0,595819000000000;-12,298999999999999;-45,849079999999994
155;GRDCPD500;2020;BA;INEMA;das Fêmeas;1;6,000000000000000;4,833333000000001;0,700000000000000;19,199999999999999;7,084819000000000;-12,413000000000000;-45,117199999999997
156;GRDFEM300;2020;BA;INEMA;Rio Ponta D´água;1;5,000000000000000;2,680000000000000;1,600000000000000;4,200000000000000;0,985901000000000;-12,472220000000000;-45,251390000000001
